news_id,sentiment,id,emotion,star
248,0.53250777721405,7485,-1,1
250,0.714459538459778,7486,-1,1
253,0.317470341920853,7487,0,3
254,0.275578439235687,7488,-1,2
276,0.279548972845078,7489,1,5
277,0.33317232131958,7490,1,4
278,0.26759260892868,7491,-1,1
279,0.303015768527985,7492,1,5
280,0.252116918563843,7493,0,3
281,0.246247783303261,7494,0,3
282,0.615129947662354,7495,-1,1
283,0.635010421276093,7496,-1,1
284,0.268846958875656,7497,-1,1
285,0.273285627365112,7498,-1,1
255,0.33317232131958,7499,1,4
256,0.279548972845078,7500,1,5
257,0.26759260892868,7501,-1,1
258,0.303015768527985,7502,1,5
286,0.38338366150856,7503,-1,1
287,0.308596044778824,7504,1,5
288,0.531269788742065,7505,1,5
289,0.282300621271133,7506,1,4
290,0.336022347211838,7507,-1,2
291,0.244144797325134,7508,-1,1
292,0.307010650634766,7509,1,4
302,0.278938353061676,7510,1,4
303,0.597020864486694,7511,-1,1
304,0.338496297597885,7512,1,4
9401,0.504669725894928,7513,1,5
236,0.366075873374939,7514,1,5
237,0.457682698965073,7515,-1,1
238,0.565421462059021,7516,-1,1
259,0.252116918563843,7517,0,3
260,0.246247783303261,7518,0,3
261,0.751089990139008,7519,-1,1
293,0.409268617630005,7520,1,5
294,0.276792228221893,7521,0,3
295,0.316133171319962,7522,-1,1
296,0.595934748649597,7523,-1,1
297,0.730912029743195,7524,-1,1
298,0.41640704870224,7525,-1,1
299,0.499462634325027,7526,1,5
300,0.405908793210983,7527,-1,1
305,0.422154992818832,7528,-1,1
239,0.518243789672852,7529,1,5
240,0.230289563536644,7530,-1,1
241,0.489478260278702,7531,-1,1
262,0.273285627365112,7532,-1,1
263,0.268846958875656,7533,-1,1
264,0.38338366150856,7534,-1,1
265,0.308596044778824,7535,1,5
266,0.531269788742065,7536,1,5
267,0.282300621271133,7537,1,4
268,0.336022347211838,7538,-1,2
269,0.244144797325134,7539,-1,1
270,0.25224307179451,7540,-1,1
271,0.655518591403961,7541,-1,1
272,0.575367987155914,7542,-1,1
864,0.339389652013779,7543,1,5
242,0.710405349731445,7544,-1,1
243,0.25624406337738,7545,1,5
244,0.51510614156723,7546,-1,1
245,0.420171409845352,7547,1,4
246,0.30772790312767,7548,1,4
247,0.573344051837921,7549,-1,1
249,0.377380728721619,7550,1,4
251,0.264614701271057,7551,-1,1
252,0.52922785282135,7552,-1,1
273,0.295009404420853,7553,1,5
274,0.229006245732307,7554,1,4
275,0.691541373729706,7555,-1,1
301,0.319733947515488,7556,-1,2
306,0.560295939445496,7557,-1,1
307,0.429712653160095,7558,-1,1
308,0.562009513378143,7559,-1,1
309,0.449609309434891,7560,1,4
310,0.304454892873764,7561,-1,1
311,0.300741881132126,7562,-1,1
312,0.44610521197319,7563,-1,1
313,0.260957658290863,7564,1,4
314,0.49403327703476,7565,1,5
315,0.425418883562088,7566,-1,1
316,0.232212379574776,7567,-1,1
317,0.275305956602097,7568,1,4
318,0.350608706474304,7569,-1,1
333,0.392831087112427,7570,1,4
319,0.317863583564758,7571,1,4
320,0.226218059659004,7572,1,4
321,0.226218059659004,7573,1,4
322,0.280988693237305,7574,-1,2
323,0.243238300085068,7575,1,4
324,0.472820103168488,7576,-1,1
325,0.450882911682129,7577,-1,1
326,0.319733947515488,7578,-1,2
327,0.252116918563843,7579,0,3
328,0.573344051837921,7580,-1,1
329,0.246247783303261,7581,0,3
330,0.481570541858673,7582,1,5
331,0.384072631597519,7583,-1,1
332,0.354661732912064,7584,1,5
17751,0.342107266187668,7585,-1,1
334,0.328972905874252,7586,-1,1
335,0.422154992818832,7587,-1,1
336,0.560295939445496,7588,-1,1
337,0.52922785282135,7589,-1,1
338,0.515682876110077,7590,1,5
339,0.450506240129471,7591,1,5
340,0.321020543575287,7592,1,5
341,0.358119487762451,7593,1,4
342,0.453078538179398,7594,1,5
343,0.283681124448776,7595,1,4
344,0.287955701351166,7596,1,5
345,0.483542710542679,7597,-1,1
346,0.287870943546295,7598,-1,1
347,0.36748731136322,7599,1,4
348,0.372253954410553,7600,1,5
18547,0.441818863153458,7601,1,4
349,0.478463232517242,7602,-1,1
350,0.309133291244507,7603,-1,1
351,0.397338002920151,7604,1,4
352,0.467241704463959,7605,-1,1
353,0.339666575193405,7606,1,4
354,0.276731312274933,7607,0,3
355,0.356536060571671,7608,-1,1
356,0.289547711610794,7609,-1,1
357,0.688491702079773,7610,1,5
358,0.260058015584946,7611,-1,1
359,0.304454892873764,7612,-1,1
360,0.300741881132126,7613,-1,1
361,0.350608706474304,7614,-1,1
362,0.415230423212051,7615,-1,1
363,0.266153365373611,7616,-1,1
526,0.438947319984436,7617,1,5
364,0.366493940353394,7618,-1,1
365,0.325909405946732,7619,1,5
366,0.273708492517471,7620,-1,1
367,0.498487830162048,7621,1,5
368,0.289295613765717,7622,1,4
369,0.42996683716774,7623,1,5
370,0.317667633295059,7624,-1,1
371,0.252085715532303,7625,1,5
372,0.387028306722641,7626,1,5
373,0.305426448583603,7627,1,5
374,0.491364598274231,7628,-1,1
375,0.591375648975372,7629,1,5
376,0.321959018707275,7630,1,4
377,0.449000686407089,7631,-1,1
378,0.345803499221802,7632,1,5
12209,0.585076808929443,7633,-1,1
379,0.361107230186462,7634,-1,1
380,0.384071439504623,7635,1,5
381,0.244801700115204,7636,1,4
382,0.327641308307648,7637,-1,1
383,0.296687692403793,7638,-1,1
384,0.24140340089798,7639,0,3
385,0.616005957126617,7640,-1,1
386,0.480547934770584,7641,-1,1
387,0.307029902935028,7642,0,3
388,0.387372761964798,7643,1,4
389,0.589370846748352,7644,1,5
390,0.298728972673416,7645,-1,1
391,0.366744309663773,7646,-1,1
392,0.226089164614677,7647,1,4
393,0.480560600757599,7648,1,5
394,0.317516982555389,7649,1,4
395,0.629655420780182,7650,-1,1
396,0.565037429332733,7651,-1,1
397,0.63588285446167,7652,-1,1
398,0.586605727672577,7653,-1,1
399,0.352454274892807,7654,1,5
400,0.682110369205475,7655,-1,1
401,0.473291546106339,7656,-1,1
402,0.334334522485733,7657,0,3
403,0.513808369636536,7658,1,5
404,0.402075260877609,7659,1,4
405,0.458689093589783,7660,-1,1
1074,0.483919441699982,7661,-1,1
406,0.555910229682922,7662,-1,1
407,0.268179327249527,7663,1,5
408,0.506075382232666,7664,-1,1
409,0.698242366313934,7665,-1,1
410,0.420663058757782,7666,1,5
411,0.573738694190979,7667,-1,1
412,0.640659391880035,7668,-1,1
413,0.233888640999794,7669,-1,1
414,0.299876689910889,7670,1,5
415,0.435396283864975,7671,-1,1
416,0.268740624189377,7672,-1,1
417,0.297459304332733,7673,-1,1
418,0.256446003913879,7674,0,3
419,0.586605727672577,7675,-1,1
420,0.833954215049744,7676,-1,1
435,0.510772705078125,7677,-1,1
421,0.749284088611603,7678,-1,1
422,0.769554138183594,7679,-1,1
423,0.71108740568161,7680,-1,1
424,0.65511417388916,7681,-1,1
425,0.25224307179451,7682,-1,1
426,0.537557601928711,7683,-1,1
427,0.5455042719841,7684,-1,1
428,0.655518591403961,7685,-1,1
429,0.575367987155914,7686,-1,1
430,0.381268858909607,7687,-1,1
431,0.295009404420853,7688,1,5
432,0.613903284072876,7689,-1,1
433,0.275578439235687,7690,-1,2
434,0.511961221694946,7691,-1,1
436,0.317565351724625,7692,1,5
437,0.411854058504105,7693,-1,1
438,0.308913856744766,7694,1,4
439,0.323179870843887,7695,-1,1
440,0.638114035129547,7696,-1,1
441,0.632930040359497,7697,-1,1
442,0.262011080980301,7698,1,4
443,0.426410794258118,7699,-1,1
444,0.277009040117264,7700,1,4
445,0.381964921951294,7701,1,4
446,0.754343569278717,7702,-1,1
447,0.268764436244965,7703,-1,1
448,0.505299866199493,7704,1,5
449,0.307889521121979,7705,1,5
495,0.408646613359451,7706,-1,1
17261,0.446384280920029,7707,-1,1
450,0.543690383434296,7708,-1,1
451,0.281812191009521,7709,-1,1
452,0.417328149080276,7710,1,5
453,0.361216217279434,7711,1,5
454,0.51605224609375,7712,-1,1
455,0.428358912467957,7713,-1,1
456,0.624342918395996,7714,-1,1
457,0.358100295066833,7715,1,4
458,0.417714297771454,7716,-1,1
459,0.328750431537628,7717,1,4
460,0.511961221694946,7718,-1,1
461,0.532125294208527,7719,-1,1
462,0.320814728736877,7720,1,5
463,0.480547934770584,7721,-1,1
496,0.336440980434418,7722,1,5
464,0.411854058504105,7723,-1,1
465,0.651222586631775,7724,-1,1
466,0.503756880760193,7725,-1,1
467,0.638114035129547,7726,-1,1
468,0.323179870843887,7727,-1,1
469,0.504474699497223,7728,1,4
470,0.471128731966019,7729,-1,1
471,0.2736496925354,7730,1,4
472,0.310205638408661,7731,-1,1
473,0.475671261548996,7732,1,4
474,0.275523155927658,7733,-1,1
475,0.336002022027969,7734,1,4
476,0.488243699073792,7735,1,5
477,0.288258999586105,7736,-1,1
478,0.273002624511719,7737,-1,2
3753,0.355501413345337,7738,-1,1
479,0.342689901590347,7739,1,4
480,0.305534988641739,7740,1,4
481,0.329110562801361,7741,-1,1
482,0.420848399400711,7742,1,5
483,0.301105588674545,7743,1,4
484,0.311911314725876,7744,1,4
485,0.343503266572952,7745,1,5
486,0.363388806581497,7746,1,5
487,0.388953685760498,7747,1,5
488,0.465031027793884,7748,-1,1
489,0.283120512962341,7749,1,4
490,0.571392595767975,7750,-1,1
491,0.571034491062164,7751,-1,1
497,0.425403475761414,7752,-1,1
492,0.561539113521576,7753,-1,1
493,0.356384724378586,7754,-1,2
494,0.718695640563965,7755,-1,1
1448,0.763769567012787,7756,-1,1
1449,0.317678183317184,7757,-1,1
1450,0.892131209373474,7758,-1,1
1451,0.692165672779083,7759,-1,1
1452,0.296223968267441,7760,-1,1
1453,0.883450567722321,7761,-1,1
1454,0.651766836643219,7762,-1,1
1455,0.490648746490479,7763,-1,1
1456,0.379707157611847,7764,-1,2
1457,0.354258388280869,7765,-1,2
1494,0.274933040142059,7766,1,4
498,0.458364427089691,7767,-1,1
499,0.566379189491272,7768,-1,1
500,0.325610160827637,7769,1,4
501,0.564879655838013,7770,1,5
502,0.310518711805344,7771,-1,1
503,0.376081049442291,7772,1,4
504,0.770272374153137,7773,-1,1
505,0.285503894090652,7774,1,4
506,0.688923478126526,7775,-1,1
507,0.343193352222443,7776,1,4
508,0.3128861784935,7777,1,4
509,0.250508964061737,7778,-1,1
510,0.748668551445007,7779,-1,1
511,0.485423594713211,7780,-1,1
18586,0.40755495429039,7781,-1,1
512,0.389526307582855,7782,-1,1
513,0.321211397647858,7783,-1,1
514,0.443360179662704,7784,-1,1
515,0.455754399299622,7785,1,5
516,0.293405801057816,7786,1,4
517,0.369349211454391,7787,0,3
518,0.365737497806549,7788,-1,2
519,0.251302748918533,7789,0,3
520,0.268799364566803,7790,0,3
521,0.311193197965622,7791,1,4
522,0.360677123069763,7792,1,5
523,0.648054003715515,7793,-1,1
524,0.30364140868187,7794,0,3
525,0.233417585492134,7795,-1,2
13873,0.66453355550766,7796,-1,1
527,0.413020819425583,7797,1,4
528,0.238542899489403,7798,1,4
529,0.405659437179565,7799,1,4
530,0.316413789987564,7800,1,4
531,0.291953802108765,7801,-1,1
532,0.353916078805923,7802,1,4
533,0.30471995472908,7803,1,4
534,0.262585759162903,7804,0,3
535,0.323422759771347,7805,-1,1
536,0.333457052707672,7806,-1,1
537,0.328083395957947,7807,-1,1
538,0.676062822341919,7808,-1,1
539,0.229006245732307,7809,1,4
540,0.708918035030365,7810,-1,1
2251,0.252788126468658,7811,-1,1
